sra	bioproject	biosample	DOI	platform	read_length	strategy	stranded	organism	accession	host	host_accession	tissue	hpi	plant_tissue	treatment	sample_material	notes	
SRR3734878	PRJNA327437	SAMN05335367	https://doi.org/10.1186/s12864-017-3642-5	ILLUMINA	75	PE		Sclerotinia sclerotiorum	1980	Brassica napus	DH12705	lesion	24	leaf		hyphae and area of leaf under hyphae		
SRR3734865	PRJNA327437	SAMN05335369	https://doi.org/10.1186/s12864-017-3642-5	ILLUMINA	75	PE		Sclerotinia sclerotiorum	1980	Brassica napus	DH12705	lesion	48	leaf		hyphae and area of leaf under hyphae		
SRR3734872	PRJNA327437	SAMN05335361	https://doi.org/10.1186/s12864-017-3642-5	ILLUMINA	75	PE		Sclerotinia sclerotiorum	1980	Brassica napus	DH12705	lesion	48	leaf		hyphae and area of leaf under hyphae		
SRR3734879	PRJNA327437	SAMN05335368	https://doi.org/10.1186/s12864-017-3642-5	ILLUMINA	75	PE		Sclerotinia sclerotiorum	1980	Brassica napus	DH12705	lesion	48	leaf		hyphae and area of leaf under hyphae		
SRR3734859	PRJNA327437	SAMN05335376	https://doi.org/10.1186/s12864-017-3642-5	ILLUMINA	75	PE		Sclerotinia sclerotiorum	1980	in vitro	Minimal medium + glucose	colony				hyphae		
SRR3734866	PRJNA327437	SAMN05335370	https://doi.org/10.1186/s12864-017-3642-5	ILLUMINA	75	PE		Sclerotinia sclerotiorum	1980	in vitro	Minimal medium + glucose	colony				hyphae		
SRR3734873	PRJNA327437	SAMN05335362	https://doi.org/10.1186/s12864-017-3642-5	ILLUMINA	75	PE		Sclerotinia sclerotiorum	1980	in vitro	Minimal medium + glucose	colony				hyphae		
SRR4240601	PRJNA341340	SAMN05717947	https://doi.org/10.7554%2FeLife.22472	ILLUMINA	125	SE		Sclerotinia sclerotiorum	1980	Arabidopsis thaliana						AtFRT01	The referenced paper doesn't seem to actually present the RNA-seq data, but does list it in the published materials	
SRR4240602	PRJNA341340	SAMN05717948	https://doi.org/10.7554%2FeLife.22472	ILLUMINA	125	SE		Sclerotinia sclerotiorum	1980	Arabidopsis thaliana						AtFRT02	The referenced paper doesn't seem to actually present the RNA-seq data, but does list it in the published materials	
SRR4240603	PRJNA341340	SAMN05717949	https://doi.org/10.7554%2FeLife.22472	ILLUMINA	125	SE		Sclerotinia sclerotiorum	1980	Arabidopsis thaliana						AtFRT03	The referenced paper doesn't seem to actually present the RNA-seq data, but does list it in the published materials	
SRR4240594	PRJNA341340	SAMN05717953	https://doi.org/10.7554%2FeLife.22472	ILLUMINA	125	SE		Sclerotinia sclerotiorum	1980	Helianthus annuus						HaFRT01	The referenced paper doesn't seem to actually present the RNA-seq data, but does list it in the published materials	
SRR4240595	PRJNA341340	SAMN05717954	https://doi.org/10.7554%2FeLife.22472	ILLUMINA	125	SE		Sclerotinia sclerotiorum	1980	Helianthus annuus						HaFRT02	The referenced paper doesn't seem to actually present the RNA-seq data, but does list it in the published materials	
SRR4240596	PRJNA341340	SAMN05717955	https://doi.org/10.7554%2FeLife.22472	ILLUMINA	125	SE		Sclerotinia sclerotiorum	1980	Helianthus annuus						HaFRT03	The referenced paper doesn't seem to actually present the RNA-seq data, but does list it in the published materials	
SRR4240590	PRJNA341340	SAMN05717941	https://doi.org/10.7554%2FeLife.22472	ILLUMINA	125	SE		Sclerotinia sclerotiorum	1980	in vitro	PDB	ball				PDB01	The referenced paper doesn't seem to actually present the RNA-seq data, but does list it in the published materials	
SRR4240591	PRJNA341340	SAMN05717942	https://doi.org/10.7554%2FeLife.22472	ILLUMINA	125	SE		Sclerotinia sclerotiorum	1980	in vitro	PDB	ball				PDB02	The referenced paper doesn't seem to actually present the RNA-seq data, but does list it in the published materials	
SRR4240597	PRJNA341340	SAMN05717943	https://doi.org/10.7554%2FeLife.22472	ILLUMINA	125	SE		Sclerotinia sclerotiorum	1980	in vitro	PDB	ball				PDB03	The referenced paper doesn't seem to actually present the RNA-seq data, but does list it in the published materials	
SRR4240598	PRJNA341340	SAMN05717944	https://doi.org/10.7554%2FeLife.22472	ILLUMINA	125	SE		Sclerotinia sclerotiorum	1980	in vitro		sclerotia				SCL01	The referenced paper doesn't seem to actually present the RNA-seq data, but does list it in the published materials	
SRR4240599	PRJNA341340	SAMN05717945	https://doi.org/10.7554%2FeLife.22472	ILLUMINA	125	SE		Sclerotinia sclerotiorum	1980	in vitro		sclerotia				SCL02	The referenced paper doesn't seem to actually present the RNA-seq data, but does list it in the published materials	
SRR4240600	PRJNA341340	SAMN05717946	https://doi.org/10.7554%2FeLife.22472	ILLUMINA	125	SE		Sclerotinia sclerotiorum	1980	in vitro		sclerotia				SCL03	The referenced paper doesn't seem to actually present the RNA-seq data, but does list it in the published materials	
SRR4240592	PRJNA341340	SAMN05717951	https://doi.org/10.7554%2FeLife.22472	ILLUMINA	125	SE		Sclerotinia sclerotiorum	1980	Solanum lycopersicum						SlFRT02	The referenced paper doesn't seem to actually present the RNA-seq data, but does list it in the published materials	
SRR4240593	PRJNA341340	SAMN05717952	https://doi.org/10.7554%2FeLife.22472	ILLUMINA	125	SE		Sclerotinia sclerotiorum	1980	Solanum lycopersicum						SlFRT03	The referenced paper doesn't seem to actually present the RNA-seq data, but does list it in the published materials	
SRR4240604	PRJNA341340	SAMN05717950	https://doi.org/10.7554%2FeLife.22472	ILLUMINA	125	SE		Sclerotinia sclerotiorum	1980	Solanum lycopersicum						SlFRT01	The referenced paper doesn't seem to actually present the RNA-seq data, but does list it in the published materials	
SRR8305679	PRJNA379694	SAMN10587714	https://doi.org/10.3390/v10120713	ILLUMINA	100	SE		Sclerotinia sclerotiorum	DK3-VF	in vitro	PDA	colony				virus-free		Ten-Sclerotinia_RNAs
SRR8306347	PRJNA379694	SAMN06618361	https://doi.org/10.3390/v10120713	ILLUMINA	100	SE		Sclerotinia sclerotiorum	DK3-VF	in vitro	PDB	ball				Sclerotinia_sclerotiorum_RNA-seq-virus-free		Sclerotinia sclerotiorum DK3 virus-infected 2
SRR8305680	PRJNA379694	SAMN10587714	https://doi.org/10.3390/v10120713	ILLUMINA	100	SE		Sclerotinia sclerotiorum	DK3-VT	in vitro	PDA	colony				SsHV2L_inf		Ten-Sclerotinia_RNAs
SRR8306348	PRJNA379694	SAMN06618361	https://doi.org/10.3390/v10120713	ILLUMINA	100	SE		Sclerotinia sclerotiorum	DK3-VT	in vitro	PDB	ball				Sclerotinia_sclerotiorum_RNA-seq-SsHV2L-infected		Sclerotinia sclerotiorum DK3 virus-infected 2
SRR6283146	PRJNA418121	SAMN08015227	https://doi.org/10.1111/mpp.13006	ILLUMINA	125	SE		Sclerotinia sclerotiorum	1980	Arabidopsis thaliana	Col-0	periphery	50	leaf		4-week old plants mature leaves		
SRR6283147	PRJNA418121	SAMN08015226	https://doi.org/10.1111/mpp.13006	ILLUMINA	125	SE		Sclerotinia sclerotiorum	1980	Arabidopsis thaliana	Col-0	periphery	50	leaf		4-week old plants mature leaves		
SRR6283148	PRJNA418121	SAMN08015225	https://doi.org/10.1111/mpp.13006	ILLUMINA	125	SE		Sclerotinia sclerotiorum	1980	Arabidopsis thaliana	Col-0	periphery	50	leaf		4-week old plants mature leaves		
SRR6283152	PRJNA418121	SAMN08015220	https://doi.org/10.1111/mpp.13006	ILLUMINA	125	SE		Sclerotinia sclerotiorum	1980	Solanum lycopersicum	Heinz	periphery	50	leaf		4-week old plants mature leaves		
SRR6283153	PRJNA418121	SAMN08015219	https://doi.org/10.1111/mpp.13006	ILLUMINA	125	SE		Sclerotinia sclerotiorum	1980	Solanum lycopersicum	Heinz	periphery	50	leaf		4-week old plants mature leaves		
SRR6283154	PRJNA418121	SAMN08015224	https://doi.org/10.1111/mpp.13006	ILLUMINA	125	SE		Sclerotinia sclerotiorum	1980	Solanum lycopersicum	Heinz	periphery	50	leaf		4-week old plants mature leaves		
SRR7172317	PRJNA471709	SAMN09214183	https://doi.org/10.1111/pbi.13082	ILLUMINA	100	SE		Sclerotinia sclerotiorum	1980	Glycine max	91-145 (Resistant)	lesion	24	stem				
SRR7172318	PRJNA471709	SAMN09214182	https://doi.org/10.1111/pbi.13082	ILLUMINA	100	SE		Sclerotinia sclerotiorum	1980	Glycine max	91-145 (Resistant)	lesion	24	stem				
SRR7172319	PRJNA471709	SAMN09214181	https://doi.org/10.1111/pbi.13082	ILLUMINA	100	SE		Sclerotinia sclerotiorum	1980	Glycine max	91-145 (Resistant)	lesion	24	stem				
SRR7172320	PRJNA471709	SAMN09214180	https://doi.org/10.1111/pbi.13082	ILLUMINA	100	SE		Sclerotinia sclerotiorum	1980	Glycine max	91-145 (Resistant)	lesion	48	stem				
SRR7172321	PRJNA471709	SAMN09214179	https://doi.org/10.1111/pbi.13082	ILLUMINA	100	SE		Sclerotinia sclerotiorum	1980	Glycine max	91-145 (Resistant)	lesion	48	stem				
SRR7172322	PRJNA471709	SAMN09214178	https://doi.org/10.1111/pbi.13082	ILLUMINA	100	SE		Sclerotinia sclerotiorum	1980	Glycine max	91-145 (Resistant)	lesion	48	stem				
SRR7172323	PRJNA471709	SAMN09214177	https://doi.org/10.1111/pbi.13082	ILLUMINA	100	SE		Sclerotinia sclerotiorum	1980	Glycine max	91-145 (Resistant)	lesion	96	stem				
SRR7172324	PRJNA471709	SAMN09214176	https://doi.org/10.1111/pbi.13082	ILLUMINA	100	SE		Sclerotinia sclerotiorum	1980	Glycine max	91-145 (Resistant)	lesion	96	stem				
SRR7172325	PRJNA471709	SAMN09214175	https://doi.org/10.1111/pbi.13082	ILLUMINA	100	SE		Sclerotinia sclerotiorum	1980	Glycine max	91-145 (Resistant)	lesion	96	stem				
SRR7172329	PRJNA471709	SAMN09214171	https://doi.org/10.1111/pbi.13082	ILLUMINA	100	SE		Sclerotinia sclerotiorum	1980	Glycine max	91-44 (Susceptible)	lesion	24	stem				
SRR7172330	PRJNA471709	SAMN09214170	https://doi.org/10.1111/pbi.13082	ILLUMINA	100	SE		Sclerotinia sclerotiorum	1980	Glycine max	91-44 (Susceptible)	lesion	24	stem				
SRR7172331	PRJNA471709	SAMN09214169	https://doi.org/10.1111/pbi.13082	ILLUMINA	100	SE		Sclerotinia sclerotiorum	1980	Glycine max	91-44 (Susceptible)	lesion	24	stem				
SRR7172332	PRJNA471709	SAMN09214168	https://doi.org/10.1111/pbi.13082	ILLUMINA	100	SE		Sclerotinia sclerotiorum	1980	Glycine max	91-44 (Susceptible)	lesion	48	stem				
SRR7172333	PRJNA471709	SAMN09214167	https://doi.org/10.1111/pbi.13082	ILLUMINA	100	SE		Sclerotinia sclerotiorum	1980	Glycine max	91-44 (Susceptible)	lesion	48	stem				
SRR7172334	PRJNA471709	SAMN09214166	https://doi.org/10.1111/pbi.13082	ILLUMINA	100	SE		Sclerotinia sclerotiorum	1980	Glycine max	91-44 (Susceptible)	lesion	48	stem				
SRR7172335	PRJNA471709	SAMN09214165	https://doi.org/10.1111/pbi.13082	ILLUMINA	100	SE		Sclerotinia sclerotiorum	1980	Glycine max	91-44 (Susceptible)	lesion	96	stem				
SRR7172336	PRJNA471709	SAMN09214164	https://doi.org/10.1111/pbi.13082	ILLUMINA	100	SE		Sclerotinia sclerotiorum	1980	Glycine max	91-44 (Susceptible)	lesion	96	stem				
SRR7172337	PRJNA471709	SAMN09214163	https://doi.org/10.1111/pbi.13082	ILLUMINA	100	SE		Sclerotinia sclerotiorum	1980	Glycine max	91-44 (Susceptible)	lesion	96	stem				
SRR7418166	PRJNA477716	SAMN09476757	https://doi.org/10.1111/mpp.13006 ; https://doi.org/10.1073/pnas.1811267116	ILLUMINA	125	SE		Sclerotinia sclerotiorum	1980	Arabidopsis thaliana	Col-0	center	48	leaf		15 to 30mm wide colony (about 2 days old)		
SRR7418167	PRJNA477716	SAMN09476756	https://doi.org/10.1111/mpp.13006 ; https://doi.org/10.1073/pnas.1811267116	ILLUMINA	125	SE		Sclerotinia sclerotiorum	1980	Arabidopsis thaliana	Col-0	center	48	leaf		15 to 30mm wide colony (about 2 days old)		
SRR7418168	PRJNA477716	SAMN09476755	https://doi.org/10.1111/mpp.13006 ; https://doi.org/10.1073/pnas.1811267116	ILLUMINA	125	SE		Sclerotinia sclerotiorum	1980	Arabidopsis thaliana	Col-0	center	48	leaf		15 to 30mm wide colony (about 2 days old)		
SRR7418157	PRJNA477716	SAMN09476766	https://doi.org/10.1111/mpp.13006 ; https://doi.org/10.1073/pnas.1811267116	ILLUMINA	125	SE		Sclerotinia sclerotiorum	1980	in vitro	Minimal medium	ball	96			4-days old culture		
SRR7418158	PRJNA477716	SAMN09476765	https://doi.org/10.1111/mpp.13006 ; https://doi.org/10.1073/pnas.1811267116	ILLUMINA	125	SE		Sclerotinia sclerotiorum	1980	in vitro	Minimal medium	ball	96			4-days old culture		
SRR7418159	PRJNA477716	SAMN09476764	https://doi.org/10.1111/mpp.13006 ; https://doi.org/10.1073/pnas.1811267116	ILLUMINA	125	SE		Sclerotinia sclerotiorum	1980	in vitro	Minimal medium	ball	96			4-days old culture		
SRR7418161	PRJNA477716	SAMN09476762	https://doi.org/10.1111/mpp.13006 ; https://doi.org/10.1073/pnas.1811267116	ILLUMINA	125	SE		Sclerotinia sclerotiorum	1980	in vitro	PDA	center	48			15 to 30mm wide colony (about 2 days old)		
SRR7418163	PRJNA477716	SAMN09476760	https://doi.org/10.1111/mpp.13006 ; https://doi.org/10.1073/pnas.1811267116	ILLUMINA	125	SE		Sclerotinia sclerotiorum	1980	in vitro	PDA	center	48			15 to 30mm wide colony (about 2 days old)		
SRR7418165	PRJNA477716	SAMN09476758	https://doi.org/10.1111/mpp.13006 ; https://doi.org/10.1073/pnas.1811267116	ILLUMINA	125	SE		Sclerotinia sclerotiorum	1980	in vitro	PDA	center	48			15 to 30mm wide colony (about 2 days old)		
SRR7418160	PRJNA477716	SAMN09476763	https://doi.org/10.1111/mpp.13006 ; https://doi.org/10.1073/pnas.1811267116	ILLUMINA	125	SE		Sclerotinia sclerotiorum	1980	in vitro	PDA	periphery	48			15 to 30mm wide colony (about 2 days old)		
SRR7418162	PRJNA477716	SAMN09476761	https://doi.org/10.1111/mpp.13006 ; https://doi.org/10.1073/pnas.1811267116	ILLUMINA	125	SE		Sclerotinia sclerotiorum	1980	in vitro	PDA	periphery	48			15 to 30mm wide colony (about 2 days old)		
SRR7418164	PRJNA477716	SAMN09476759	https://doi.org/10.1111/mpp.13006 ; https://doi.org/10.1073/pnas.1811267116	ILLUMINA	125	SE		Sclerotinia sclerotiorum	1980	in vitro	PDA	periphery	48			15 to 30mm wide colony (about 2 days old)		
SRR7418154	PRJNA477716	SAMN09476769	https://doi.org/10.1111/mpp.13006 ; https://doi.org/10.1073/pnas.1811267116	ILLUMINA	125	SE		Sclerotinia sclerotiorum	1980	in vitro	PDB	ball	96			4-days old culture		
SRR7418155	PRJNA477716	SAMN09476768	https://doi.org/10.1111/mpp.13006 ; https://doi.org/10.1073/pnas.1811267116	ILLUMINA	125	SE		Sclerotinia sclerotiorum	1980	in vitro	PDB	ball	96			4-days old culture		
SRR7418156	PRJNA477716	SAMN09476767	https://doi.org/10.1111/mpp.13006 ; https://doi.org/10.1073/pnas.1811267116	ILLUMINA	125	SE		Sclerotinia sclerotiorum	1980	in vitro	PDB	ball	96			4-days old culture		
SRR8136942	PRJNA501892	SAMN10349304	https://doi.org/10.1186/s12864-019-5517-4	ILLUMINA	100	SE		Sclerotinia sclerotiorum	1980	Glycine max	91-145 (resistant)	lesion	24	stem		stem tissues and fungal material		
SRR8136943	PRJNA501892	SAMN10349302	https://doi.org/10.1186/s12864-019-5517-4	ILLUMINA	100	SE		Sclerotinia sclerotiorum	1980	Glycine max	91-145 (resistant)	lesion	24	stem		stem tissues and fungal material		
SRR8136944	PRJNA501892	SAMN10349301	https://doi.org/10.1186/s12864-019-5517-4	ILLUMINA	100	SE		Sclerotinia sclerotiorum	1980	Glycine max	91-145 (resistant)	lesion	24	stem		stem tissues and fungal material		
SRR8136945	PRJNA501892	SAMN10349351	https://doi.org/10.1186/s12864-019-5517-4	ILLUMINA	100	SE		Sclerotinia sclerotiorum	1980	Glycine max	91-145 (resistant)	lesion	48	stem		stem tissues and fungal material		
SRR8136946	PRJNA501892	SAMN10349349	https://doi.org/10.1186/s12864-019-5517-4	ILLUMINA	100	SE		Sclerotinia sclerotiorum	1980	Glycine max	91-145 (resistant)	lesion	48	stem		stem tissues and fungal material		
SRR8136947	PRJNA501892	SAMN10349348	https://doi.org/10.1186/s12864-019-5517-4	ILLUMINA	100	SE		Sclerotinia sclerotiorum	1980	Glycine max	91-145 (resistant)	lesion	48	stem		stem tissues and fungal material		
SRR8136948	PRJNA501892	SAMN10349347	https://doi.org/10.1186/s12864-019-5517-4	ILLUMINA	100	SE		Sclerotinia sclerotiorum	1980	Glycine max	91-145 (resistant)	lesion	96	stem		stem tissues and fungal material		
SRR8136949	PRJNA501892	SAMN10349346	https://doi.org/10.1186/s12864-019-5517-4	ILLUMINA	100	SE		Sclerotinia sclerotiorum	1980	Glycine max	91-145 (resistant)	lesion	96	stem		stem tissues and fungal material		
SRR8136950	PRJNA501892	SAMN10349345	https://doi.org/10.1186/s12864-019-5517-4	ILLUMINA	100	SE		Sclerotinia sclerotiorum	1980	Glycine max	91-145 (resistant)	lesion	96	stem		stem tissues and fungal material		
SRR8136951	PRJNA501892	SAMN10349344	https://doi.org/10.1186/s12864-019-5517-4	ILLUMINA	100	SE		Sclerotinia sclerotiorum	1980	Glycine max	91-44 (susceptible)	lesion	24	stem		stem tissues and fungal material		
SRR8136952	PRJNA501892	SAMN10349343	https://doi.org/10.1186/s12864-019-5517-4	ILLUMINA	100	SE		Sclerotinia sclerotiorum	1980	Glycine max	91-44 (susceptible)	lesion	24	stem		stem tissues and fungal material		
SRR8136953	PRJNA501892	SAMN10349342	https://doi.org/10.1186/s12864-019-5517-4	ILLUMINA	100	SE		Sclerotinia sclerotiorum	1980	Glycine max	91-44 (susceptible)	lesion	24	stem		stem tissues and fungal material		
SRR8136954	PRJNA501892	SAMN10349341	https://doi.org/10.1186/s12864-019-5517-4	ILLUMINA	100	SE		Sclerotinia sclerotiorum	1980	Glycine max	91-44 (susceptible)	lesion	48	stem		stem tissues and fungal material		
SRR8136955	PRJNA501892	SAMN10349340	https://doi.org/10.1186/s12864-019-5517-4	ILLUMINA	100	SE		Sclerotinia sclerotiorum	1980	Glycine max	91-44 (susceptible)	lesion	48	stem		stem tissues and fungal material		
SRR8136956	PRJNA501892	SAMN10349339	https://doi.org/10.1186/s12864-019-5517-4	ILLUMINA	100	SE		Sclerotinia sclerotiorum	1980	Glycine max	91-44 (susceptible)	lesion	48	stem		stem tissues and fungal material		
SRR8136957	PRJNA501892	SAMN10349338	https://doi.org/10.1186/s12864-019-5517-4	ILLUMINA	100	SE		Sclerotinia sclerotiorum	1980	Glycine max	91-44 (susceptible)	lesion	96	stem		stem tissues and fungal material		
SRR8136958	PRJNA501892	SAMN10349337	https://doi.org/10.1186/s12864-019-5517-4	ILLUMINA	100	SE		Sclerotinia sclerotiorum	1980	Glycine max	91-44 (susceptible)	lesion	96	stem		stem tissues and fungal material		
SRR8136959	PRJNA501892	SAMN10349336	https://doi.org/10.1186/s12864-019-5517-4	ILLUMINA	100	SE		Sclerotinia sclerotiorum	1980	Glycine max	91-44 (susceptible)	lesion	96	stem		stem tissues and fungal material		
SRR8136939	PRJNA501892	SAMN10349307	https://doi.org/10.1186/s12864-019-5517-4	ILLUMINA	100	SE		Sclerotinia sclerotiorum	1980	in vitro	PDA	colony				fungal material		
SRR8136940	PRJNA501892	SAMN10349306	https://doi.org/10.1186/s12864-019-5517-4	ILLUMINA	100	SE		Sclerotinia sclerotiorum	1980	in vitro	PDA	colony				fungal material		
SRR8136941	PRJNA501892	SAMN10349305	https://doi.org/10.1186/s12864-019-5517-4	ILLUMINA	100	SE		Sclerotinia sclerotiorum	1980	in vitro	PDA	colony				fungal material		
SRR8474984	PRJNA516496	SAMN10790453	https://doi.org/10.1038%2Fs41598-019-56396-w	ILLUMINA	150	PE		Sclerotinia sclerotiorum	CU8.24	Brassica napus	Cobbler	lesion	72	stem				
SRR8474986	PRJNA516496	SAMN10790451	https://doi.org/10.1038%2Fs41598-019-56396-w	ILLUMINA	150	PE		Sclerotinia sclerotiorum	CU8.24	Brassica napus	Cobbler	lesion	72	stem				
SRR8474987	PRJNA516496	SAMN10790452	https://doi.org/10.1038%2Fs41598-019-56396-w	ILLUMINA	150	PE		Sclerotinia sclerotiorum	CU8.24	Brassica napus	Cobbler	lesion	72	stem				
SRR8474988	PRJNA516496	SAMN10790457	https://doi.org/10.1038%2Fs41598-019-56396-w	ILLUMINA	150	PE		Sclerotinia sclerotiorum	CU8.24	in vitro	PDB	ball						
SRR8474989	PRJNA516496	SAMN10790458	https://doi.org/10.1038%2Fs41598-019-56396-w	ILLUMINA	150	PE		Sclerotinia sclerotiorum	CU8.24	in vitro	PDB	ball						
SRR8474992	PRJNA516496	SAMN10790459	https://doi.org/10.1038%2Fs41598-019-56396-w	ILLUMINA	150	PE		Sclerotinia sclerotiorum	CU8.24	in vitro	PDB	ball						
SRR8474985	PRJNA516496	SAMN10790454	https://doi.org/10.1038%2Fs41598-019-56396-w	ILLUMINA	150	PE		Sclerotinia sclerotiorum	CU8.24	Lupinus angustifolius	Tanjil	lesion	72	stem				
SRR8474990	PRJNA516496	SAMN10790455	https://doi.org/10.1038%2Fs41598-019-56396-w	ILLUMINA	150	PE		Sclerotinia sclerotiorum	CU8.24	Lupinus angustifolius	Tanjil	lesion	72	stem				
SRR8474991	PRJNA516496	SAMN10790456	https://doi.org/10.1038%2Fs41598-019-56396-w	ILLUMINA	150	PE		Sclerotinia sclerotiorum	CU8.24	Lupinus angustifolius	Tanjil	lesion	72	stem				
SRR9200313	PRJNA546228	SAMN11931179	https://doi.org/10.1038%2Fs41396-020-00744-6	ILLUMINA	150	PE		Sclerotinia sclerotiorum	DT-8	Triticum aestivum	Zheng9023	lesion		flag leaf		CK1(flag leaves)		
SRR9200318	PRJNA546228	SAMN11931179	https://doi.org/10.1038%2Fs41396-020-00744-6	ILLUMINA	150	PE		Sclerotinia sclerotiorum	DT-8	Triticum aestivum	Zheng9023	lesion		flag leaf		CK2(flag leaves)		
SRR9200319	PRJNA546228	SAMN11931179	https://doi.org/10.1038%2Fs41396-020-00744-6	ILLUMINA	150	PE		Sclerotinia sclerotiorum	DT-8	Triticum aestivum	Zheng9023	lesion		flag leaf		CK3(flag leaves)		
SRR9200309	PRJNA546228	SAMN11931179	https://doi.org/10.1038%2Fs41396-020-00744-6	ILLUMINA	150	PE		Sclerotinia sclerotiorum	DT-8	Triticum aestivum	Zheng9023	lesion		spike		CK2(spike)		
SRR9200312	PRJNA546228	SAMN11931179	https://doi.org/10.1038%2Fs41396-020-00744-6	ILLUMINA	150	PE		Sclerotinia sclerotiorum	DT-8	Triticum aestivum	Zheng9023	lesion		spike		CK3(spike)		
SRR9200314	PRJNA546228	SAMN11931179	https://doi.org/10.1038%2Fs41396-020-00744-6	ILLUMINA	150	PE		Sclerotinia sclerotiorum	DT-8	Triticum aestivum	Zheng9023	lesion		spike		CK1(spike)		
SRR9200308	PRJNA546228	SAMN11931179	https://doi.org/10.1038%2Fs41396-020-00744-6	ILLUMINA	150	PE		Sclerotinia sclerotiorum	DT-8 SsHADV-1 infected	Triticum aestivum	Zheng9023	lesion		flag leaf		DT-8(flag leaves.2)		
SRR9200311	PRJNA546228	SAMN11931179	https://doi.org/10.1038%2Fs41396-020-00744-6	ILLUMINA	150	PE		Sclerotinia sclerotiorum	DT-8 SsHADV-1 infected	Triticum aestivum	Zheng9023	lesion		flag leaf		DT-8(flag leaves.1)		
SRR9200315	PRJNA546228	SAMN11931179	https://doi.org/10.1038%2Fs41396-020-00744-6	ILLUMINA	150	PE		Sclerotinia sclerotiorum	DT-8 SsHADV-1 infected	Triticum aestivum	Zheng9023	lesion		flag leaf		DT-8(flag leaves.3)		
SRR9200310	PRJNA546228	SAMN11931179	https://doi.org/10.1038%2Fs41396-020-00744-6	ILLUMINA	150	PE		Sclerotinia sclerotiorum	DT-8 SsHADV-1 infected	Triticum aestivum	Zheng9023	lesion		spike		DT-8(spike.3)		
SRR9200316	PRJNA546228	SAMN11931179	https://doi.org/10.1038%2Fs41396-020-00744-6	ILLUMINA	150	PE		Sclerotinia sclerotiorum	DT-8 SsHADV-1 infected	Triticum aestivum	Zheng9023	lesion		spike		DT-8(spike.1)		
SRR9200317	PRJNA546228	SAMN11931179	https://doi.org/10.1038%2Fs41396-020-00744-6	ILLUMINA	150	PE		Sclerotinia sclerotiorum	DT-8 SsHADV-1 infected	Triticum aestivum	Zheng9023	lesion		spike		DT-8(spike.2)		
SRR10189435	PRJNA574280	SAMN12856184	https://doi.org/10.1111/mpp.13006 ; https://doi.org/10.1105/tpc.19.00823	ILLUMINA	125	PE		Sclerotinia sclerotiorum	1980	Beta vulgaris subsp. vulgaris		periphery	72	leaf		Leaves of 5-week old plants		
SRR10189436	PRJNA574280	SAMN12856183	https://doi.org/10.1111/mpp.13006 ; https://doi.org/10.1105/tpc.19.00823	ILLUMINA	125	PE		Sclerotinia sclerotiorum	1980	Beta vulgaris subsp. vulgaris		periphery	72	leaf		Leaves of 5-week old plants		
SRR10189437	PRJNA574280	SAMN12856182	https://doi.org/10.1111/mpp.13006 ; https://doi.org/10.1105/tpc.19.00823	ILLUMINA	125	PE		Sclerotinia sclerotiorum	1980	Beta vulgaris subsp. vulgaris		periphery	72	leaf		Leaves of 5-week old plants		
SRR10189427	PRJNA574280	SAMN12856195	https://doi.org/10.1111/mpp.13006 ; https://doi.org/10.1105/tpc.19.00823	ILLUMINA	125	SE		Sclerotinia sclerotiorum	1980	Helianthus annuus	XRQ	periphery	24	leaf		Leaves of 5-week old plants		
SRR10189429	PRJNA574280	SAMN12856193	https://doi.org/10.1111/mpp.13006 ; https://doi.org/10.1105/tpc.19.00823	ILLUMINA	125	SE		Sclerotinia sclerotiorum	1980	Helianthus annuus	XRQ	periphery	24	leaf		Leaves of 5-week old plants		
SRR10189431	PRJNA574280	SAMN12856191	https://doi.org/10.1111/mpp.13006 ; https://doi.org/10.1105/tpc.19.00823	ILLUMINA	125	SE		Sclerotinia sclerotiorum	1980	Helianthus annuus	XRQ	periphery	24	leaf		Leaves of 5-week old plants		
SRR10189447	PRJNA574280	SAMN12856172	https://doi.org/10.1111/mpp.13006 ; https://doi.org/10.1105/tpc.19.00823	ILLUMINA	125	PE		Sclerotinia sclerotiorum	1980	Phaseolus vulgaris	G19833	periphery	50	leaf		Leaves of 5-week old plants		
SRR10189448	PRJNA574280	SAMN12856171	https://doi.org/10.1111/mpp.13006  ; https://doi.org/10.1105/tpc.19.00823	ILLUMINA	125	PE		Sclerotinia sclerotiorum	1980	Phaseolus vulgaris	G19833	periphery	50	leaf		Leaves of 5-week old plants		
SRR10189449	PRJNA574280	SAMN12856170	https://doi.org/10.1111/mpp.13006 ; https://doi.org/10.1105/tpc.19.00823	ILLUMINA	125	PE		Sclerotinia sclerotiorum	1980	Phaseolus vulgaris	G19833	periphery	50	leaf		Leaves of 5-week old plants		
SRR10189441	PRJNA574280	SAMN12856178	https://doi.org/10.1111/mpp.13006 ; https://doi.org/10.1105/tpc.19.00823	ILLUMINA	125	PE		Sclerotinia sclerotiorum	1980	Ricinus communis		periphery	50	leaf		Leaves of 5-week old plants		
SRR10189442	PRJNA574280	SAMN12856177	https://doi.org/10.1111/mpp.13006 ; https://doi.org/10.1105/tpc.19.00823	ILLUMINA	125	PE		Sclerotinia sclerotiorum	1980	Ricinus communis		periphery	50	leaf		Leaves of 5-week old plants		
